Kỳ dữ liệu,Cặp phân tích,Chiều 1,Giá trị chiều 1,Chiều 2,Giá trị chiều 2,Cấp sản phẩm,Số dòng nguồn,Ads Cost (VND),Nguồn,Sheet,Dòng nguồn,Mapping version,Trạng thái coverage,Lý do,Bước xử lý
2026-04,Phễu × Campaign objective,Phễu,MOFU,Campaign objective,Sales - Purchase,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Phễu × Campaign objective,Phễu,MOFU,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Phễu × Campaign objective,Phễu,MOFU,Campaign objective,Awareness - Ad recall,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Phễu × Campaign objective,Phễu,MOFU,Campaign objective,Chưa xác định,,1,242058,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,36,Objective: human-curated hiện hành; Phễu: chưa khóa,Tính được bằng human mapping,Phễu và Objective suy luận nằm trên cùng dòng Campaign có spend.,Khóa rule/version/owner Phễu; giữ basis/version/reviewer của Objective.
2026-04,Phễu × Campaign objective,Phễu,BOFU,Campaign objective,Engagement - Messaging,,2,7489327,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"52,61",Objective: human-curated hiện hành; Phễu: chưa khóa,Tính được bằng human mapping,Phễu và Objective suy luận nằm trên cùng dòng Campaign có spend.,Khóa rule/version/owner Phễu; giữ basis/version/reviewer của Objective.
2026-04,Phễu × Campaign objective,Phễu,BOFU,Campaign objective,Engagement - Post engagement,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Phễu × Campaign objective,Phễu,BOFU,Campaign objective,Sales - Purchase,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Phễu × Campaign objective,Phễu,BOFU,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Phễu × Campaign objective,Phễu,BOFU,Campaign objective,Awareness - Ad recall,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Phễu × Campaign objective,Phễu,BOFU,Campaign objective,Chưa xác định,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Phễu × Campaign objective,Phễu,TOFU,Campaign objective,Engagement - Messaging,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Phễu × Campaign objective,Phễu,TOFU,Campaign objective,Engagement - Post engagement,,5,2870645,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"68,81,82,87,88",Objective: human-curated hiện hành; Phễu: chưa khóa,Tính được bằng human mapping,Phễu và Objective suy luận nằm trên cùng dòng Campaign có spend.,Khóa rule/version/owner Phễu; giữ basis/version/reviewer của Objective.
2026-05,Phễu × Campaign objective,Phễu,TOFU,Campaign objective,Sales - Purchase,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Phễu × Campaign objective,Phễu,TOFU,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Phễu × Campaign objective,Phễu,TOFU,Campaign objective,Awareness - Ad recall,,1,143690,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,84,Objective: human-curated hiện hành; Phễu: chưa khóa,Tính được bằng human mapping,Phễu và Objective suy luận nằm trên cùng dòng Campaign có spend.,Khóa rule/version/owner Phễu; giữ basis/version/reviewer của Objective.
2026-05,Phễu × Campaign objective,Phễu,TOFU,Campaign objective,Chưa xác định,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Phễu × Campaign objective,Phễu,MOFU,Campaign objective,Engagement - Messaging,,12,38021620,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"65,71,72,73,74,76,77,78,79,80,86,89",Objective: human-curated hiện hành; Phễu: chưa khóa,Tính được bằng human mapping,Phễu và Objective suy luận nằm trên cùng dòng Campaign có spend.,Khóa rule/version/owner Phễu; giữ basis/version/reviewer của Objective.
2026-05,Phễu × Campaign objective,Phễu,MOFU,Campaign objective,Engagement - Post engagement,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Phễu × Campaign objective,Phễu,MOFU,Campaign objective,Sales - Purchase,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Phễu × Campaign objective,Phễu,MOFU,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Phễu × Campaign objective,Phễu,MOFU,Campaign objective,Awareness - Ad recall,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Phễu × Campaign objective,Phễu,MOFU,Campaign objective,Chưa xác định,,1,185945,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,75,Objective: human-curated hiện hành; Phễu: chưa khóa,Tính được bằng human mapping,Phễu và Objective suy luận nằm trên cùng dòng Campaign có spend.,Khóa rule/version/owner Phễu; giữ basis/version/reviewer của Objective.
2026-05,Phễu × Campaign objective,Phễu,BOFU,Campaign objective,Engagement - Messaging,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Phễu × Campaign objective,Phễu,BOFU,Campaign objective,Engagement - Post engagement,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Phễu × Campaign objective,Phễu,BOFU,Campaign objective,Sales - Purchase,,4,14232154,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"69,70,83,85",Objective: human-curated hiện hành; Phễu: chưa khóa,Tính được bằng human mapping,Phễu và Objective suy luận nằm trên cùng dòng Campaign có spend.,Khóa rule/version/owner Phễu; giữ basis/version/reviewer của Objective.
2026-05,Phễu × Campaign objective,Phễu,BOFU,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],,2,8063977,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"66,67",Objective: human-curated hiện hành; Phễu: chưa khóa,Tính được bằng human mapping,Phễu và Objective suy luận nằm trên cùng dòng Campaign có spend.,Khóa rule/version/owner Phễu; giữ basis/version/reviewer của Objective.
2026-05,Phễu × Campaign objective,Phễu,BOFU,Campaign objective,Awareness - Ad recall,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Phễu × Campaign objective,Phễu,BOFU,Campaign objective,Chưa xác định,,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Phễu: chưa khóa,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
